8,441	4,588
8,441	4,581
8,442	4,573
8,443	4,566
8,443	4,558
8,443	4,55
8,443	4,542
8,442	4,534
8,442	4,525
8,441	4,517
8,439	4,508
8,438	4,499
8,437	4,49
8,435	4,481
8,433	4,472
8,43	4,462
8,428	4,452
8,425	4,442
8,422	4,432
8,419	4,422
8,415	4,412
8,412	4,402
8,408	4,391
8,404	4,38
8,399	4,369
8,395	4,358
8,39	4,347
8,385	4,335
8,379	4,324
8,374	4,312
8,368	4,3
8,362	4,288
8,356	4,276
8,349	4,263
8,342	4,251
8,335	4,238
8,328	4,225
8,321	4,212
8,313	4,199
8,305	4,186
8,297	4,172
8,288	4,158
8,28	4,144
8,271	4,13
8,262	4,116
8,252	4,102
8,243	4,088
8,233	4,073
8,223	4,058
8,212	4,043
8,202	4,028
8,191	4,013
8,18	3,997
8,169	3,982
8,157	3,966
8,145	3,95
8,133	3,934
8,121	3,918
8,108	3,901
8,095	3,885
8,082	3,868
8,069	3,851
8,055	3,834
8,042	3,817
8,028	3,8
8,013	3,782
7,999	3,764
7,984	3,746
7,969	3,728
7,954	3,71
7,938	3,692
7,922	3,674
7,906	3,655
7,89	3,636
7,874	3,617
7,857	3,598
7,84	3,579
7,822	3,559
7,805	3,54
7,787	3,52
7,769	3,5
7,751	3,48
7,732	3,46
7,713	3,439
7,694	3,419
7,675	3,398
7,655	3,377
7,636	3,356
7,615	3,335
7,595	3,314
7,574	3,292
7,554	3,27
7,532	3,248
7,511	3,226
7,489	3,204
7,468	3,182
7,445	3,16
7,423	3,137
7,4	3,114
7,377	3,091
7,354	3,068
7,331	3,045
7,307	3,021
7,283	2,998
7,259	2,974
7,234	2,95
7,21	2,926
7,185	2,902
7,159	2,877
7,134	2,853
7,108	2,828
7,082	2,803
7,056	2,778
7,029	2,753
7,002	2,728
6,975	2,702
6,948	2,676
6,92	2,65
6,892	2,624
6,864	2,598
6,835	2,572
6,807	2,546
6,778	2,519
6,748	2,492
6,719	2,465
6,689	2,438
6,659	2,411
6,629	2,383
6,598	2,356
6,567	2,328
6,536	2,3
6,505	2,272
6,473	2,244
6,441	2,215
6,409	2,187
6,376	2,158
6,343	2,129
6,31	2,1
6,277	2,071
6,243	2,042
6,21	2,012
6,175	1,982
6,141	1,952
6,106	1,922
6,071	1,892
6,036	1,862
6,001	1,832
5,965	1,801
5,929	1,77
5,892	1,739
5,856	1,708
5,819	1,677
5,782	1,645
5,744	1,614
5,707	1,582
5,669	1,55
5,63	1,518
5,592	1,486
5,553	1,453
5,514	1,421
5,474	1,388
5,435	1,355
5,395	1,322
5,355	1,289
5,314	1,256
5,273	1,222
5,232	1,188
5,191	1,154
5,149	1,12
5,107	1,086
5,065	1,052
5,022	1,018
4,98	0,983
4,937	0,948
4,893	0,913
4,85	0,878
4,806	0,843
4,761	0,807
4,717	0,772
4,672	0,736
4,627	0,7
4,582	0,664
4,536	0,628
4,49	0,591
4,444	0,555
4,397	0,518
4,35	0,481
4,303	0,444
4,256	0,407
4,208	0,37
4,16	0,332
4,112	0,294
4,064	0,256
4,015	0,218
3,966	0,18
3,916	0,142
3,866	0,104
3,816	0,065
3,766	0,026
3,716	-0,013
3,665	-0,052
3,614	-0,091
3,562	-0,131
3,51	-0,17
3,458	-0,21
3,406	-0,25
3,353	-0,29
3,3	-0,33
3,247	-0,371
3,193	-0,411
3,14	-0,452
3,086	-0,493
3,031	-0,534
2,976	-0,575
2,921	-0,616
2,866	-0,658
2,81	-0,7
2,754	-0,742
2,698	-0,784
2,642	-0,826
2,585	-0,868
2,528	-0,91
2,47	-0,953
2,413	-0,996
2,355	-1,039
2,296	-1,082
2,238	-1,125
2,179	-1,169
2,119	-1,212
2,06	-1,256
2	-1,3
1,94	-1,344
1,879	-1,388
1,819	-1,433
1,758	-1,477
1,696	-1,522
1,635	-1,567
1,573	-1,612
1,51	-1,657
1,448	-1,702
1,385	-1,748
1,322	-1,794
1,258	-1,84
1,194	-1,886
1,13	-1,932
1,066	-1,978
1,001	-2,024
0,936	-2,071
0,87	-2,118
0,805	-2,165
0,739	-2,212
0,672	-2,259
0,606	-2,307
0,539	-2,354
0,472	-2,402
0,404	-2,45
0,336	-2,498
0,268	-2,546
0,2	-2,595
0,131	-2,643
0,062	-2,692
-0,008	-2,741
-0,077	-2,79
-0,148	-2,839
-0,218	-2,888
-0,289	-2,938
-0,36	-2,988
-0,431	-3,038
-0,503	-3,088
-0,575	-3,138
-0,647	-3,188
-0,719	-3,238
-0,792	-3,289
-0,866	-3,34
-0,939	-3,391
-1,013	-3,442
-1,087	-3,493
-1,162	-3,545
-1,236	-3,596
-1,312	-3,648
-1,387	-3,7
-1,463	-3,752
-1,539	-3,804
-1,615	-3,857
-1,692	-3,909
-1,769	-3,962
-1,847	-4,015
-1,924	-4,068
-2,002	-4,121
-2,081	-4,174
-2,159	-4,228
-2,238	-4,282
-2,318	-4,336
-2,397	-4,39
-2,477	-4,444
-2,558	-4,498
-2,638	-4,552
-2,719	-4,607
-2,8	-4,662
-2,882	-4,717
-2,964	-4,772
-3,046	-4,827
-3,129	-4,883
-3,212	-4,938
-3,295	-4,994
-3,379	-5,05
-3,463	-5,106
-3,547	-5,162
-3,631	-5,219
-3,716	-5,275
-3,801	-5,332
-3,887	-5,389
-3,973	-5,446
-4,059	-5,503
-4,146	-5,56
-4,233	-5,618
-4,32	-5,676
-4,407	-5,734
-4,495	-5,792
-4,583	-5,85
-4,672	-5,908
-4,761	-5,966
-4,85	-6,025
-4,94	-6,084
-5,03	-6,143
-5,12	-6,202
-5,21	-6,261
-5,301	-6,321
-5,393	-6,38
-5,484	-6,44
-5,576	-6,5
-5,668	-6,56
-5,761	-6,62
-5,854	-6,681
-5,947	-6,741
-6,041	-6,802
-6,135	-6,863
-6,229	-6,924
-6,323	-6,985
-6,418	-7,046
-6,514	-7,108
-6,609	-7,17
-6,705	-7,232
-6,802	-7,294
-6,898	-7,356
-6,995	-7,418
-7,093	-7,48
-7,19	-7,543
-7,288	-7,606
-7,387	-7,669
-7,486	-7,732
-7,585	-7,795
-7,684	-7,859
-7,784	-7,922
-7,884	-7,986
-7,984	-8,05
-8,085	-8,114
-8,186	-8,178
-8,288	-8,243
-8,39	-8,307
-8,492	-8,372
-8,594	-8,437
-8,697	-8,502
-8,8	-8,567
-8,904	-8,632
-9,008	-8,698
-9,112	-8,764
-9,217	-8,83
-9,322	-8,896
-9,427	-8,962
-9,533	-9,028
-9,639	-9,094
-9,745	-9,161
-9,852	-9,228
-9,959	-9,295
-10,067	-9,362
-10,174	-9,429
-10,282	-9,497
-10,391	-9,564
-10,5	-9,632
-10,609	-9,7
-10,719	-9,768
-10,828	-9,836
-10,939	-9,905
-11,049	-9,973
-11,16	-10,042
-11,272	-10,111
-11,383	-10,18
-11,495	-10,249
-11,608	-10,318
-11,721	-10,388
-11,834	-10,458
-11,947	-10,528
-12,061	-10,598
-12,175	-10,668
-12,29	-10,738
-12,405	-10,808
-12,52	-10,879
-12,636	-10,95
-12,752	-11,021
-12,868	-11,092
-12,985	-11,163
-13,102	-11,235
-13,219	-11,306
-13,337	-11,378
-13,455	-11,45
-13,574	-11,522
-13,693	-11,594
-13,812	-11,667
-13,931	-11,739
-14,051	-11,812
-14,172	-11,885
-14,292	-11,958
-14,414	-12,031
-14,535	-12,104
-14,657	-12,178
-14,779	-12,252
-14,901	-12,326
-15,024	-12,4
-15,148	-12,474
-15,271	-12,548
-15,395	-12,622
-15,52	-12,697
-15,644	-12,772
-15,77	-12,847
-15,895	-12,922
-16,021	-12,997
-16,147	-13,073
-16,274	-13,148
-16,401	-13,224
-16,528	-13,3
-16,656	-13,376
-16,784	-13,452
-16,912	-13,529
-17,041	-13,605
-17,17	-13,682
-17,3	-13,759
-17,43	-13,836
-17,56	-13,913
-17,691	-13,99
-17,822	-14,068
-17,953	-14,146
-18,085	-14,224
-18,217	-14,302
-18,35	-14,38
-18,483	-14,458
-18,616	-14,536
-18,75	-14,615
-18,884	-14,694
-19,018	-14,773
-19,153	-14,852
-19,288	-14,931
-19,424	-15,011
-19,56	-15,09
-19,696	-15,17
-19,833	-15,25
-19,97	-15,33
-20,107	-15,41
-20,245	-15,491
-20,384	-15,571
-20,522	-15,652
-20,661	-15,733
-20,801	-15,814
-20,94	-15,895
-21,08	-15,976
-21,221	-16,058
-21,362	-16,14
-21,503	-16,222
-21,645	-16,304
-21,787	-16,386
-21,929	-16,468
-22,072	-16,55
-22,215	-16,633
-22,359	-16,716
-22,503	-16,799
-22,647	-16,882
-22,792	-16,965
-22,937	-17,049
-23,083	-17,132
-23,229	-17,216
-23,375	-17,3
-23,522	-17,384
-23,669	-17,468
-23,816	-17,553
-23,964	-17,637
-24,112	-17,722
-24,261	-17,807
-24,41	-17,892
-24,559	-17,977
-24,709	-18,062
-24,859	-18,148
-25,01	-18,234
-25,161	-18,32
-25,312	-18,406
-25,464	-18,492
-25,616	-18,578
-25,769	-18,664
-25,922	-18,751
-26,075	-18,838
-26,229	-18,925
-26,383	-19,012
-26,538	-19,099
-26,692	-19,187
-26,848	-19,274
-27,004	-19,362
-27,16	-19,45
-27,316	-19,538
-27,473	-19,626
-27,63	-19,715
-27,788	-19,803
-27,946	-19,892
-28,105	-19,981
-28,263	-20,07
-28,423	-20,159
-28,582	-20,248
-28,743	-20,338
-28,903	-20,428
-29,064	-20,518
-29,225	-20,608
-29,387	-20,698
-29,549	-20,788
-29,711	-20,878
-29,874	-20,969
-30,038	-21,06
-30,201	-21,151
-30,365	-21,242
-30,53	-21,333
-30,695	-21,425
-30,86	-21,516
-31,026	-21,608
-31,192	-21,7
-31,359	-21,792
-31,525	-21,884
-31,693	-21,977
-31,861	-22,069
-32,029	-22,162
-32,197	-22,255
-32,366	-22,348
-32,536	-22,441
-32,705	-22,534
-32,875	-22,628
-33,046	-22,722
-33,217	-22,816
-33,388	-22,91
-33,56	-23,004
-33,733	-23,098
-33,905	-23,192
-34,078	-23,287
-34,252	-23,382
-34,426	-23,477
-34,6	-23,572
-34,774	-23,667
-34,95	-23,763
-35,125	-23,858
-35,301	-23,954
-35,477	-24,05
-35,654	-24,146
-35,831	-24,242
-36,009	-24,339
-36,187	-24,435
-36,365	-24,532
-36,544	-24,629
-36,723	-24,726
-36,903	-24,823
-37,083	-24,92
-37,264	-25,018
-37,444	-25,116
-37,626	-25,214
-37,807	-25,312
-37,99	-25,41
-38,172	-25,508
-38,355	-25,606
-38,539	-25,705
-38,722	-25,804
-38,907	-25,903
-39,091	-26,002
-39,276	-26,101
-39,462	-26,201
-39,648	-26,3
-39,834	-26,4
-40,021	-26,5
-40,208	-26,6
-40,396	-26,7
-40,584	-26,801
-40,772	-26,901
-40,961	-27,002
-41,15	-27,103
-41,34	-27,204
-41,53	-27,305
-41,721	-27,406
-41,912	-27,508
-42,103	-27,61
-42,295	-27,712
-42,487	-27,814
-42,68	-27,916
-42,873	-28,018
-43,067	-28,12
-43,261	-28,223
-43,455	-28,326
-43,65	-28,429
-43,845	-28,532
-44,041	-28,635
-44,237	-28,739
-44,434	-28,842
-44,631	-28,946
-44,828	-29,05
-45,026	-29,154
-45,224	-29,258
-45,423	-29,363
-45,622	-29,467
-45,822	-29,572
-46,022	-29,677
-46,222	-29,782
-46,423	-29,887
-46,624	-29,992
-46,826	-30,098
-47,028	-30,204
-47,231	-30,31
-47,434	-30,416
-47,637	-30,522
-47,841	-30,628
-48,045	-30,734
-48,25	-30,841
-48,455	-30,948
-48,661	-31,055
-48,867	-31,162
-49,074	-31,269
-49,281	-31,377
-49,488	-31,484
-49,696	-31,592
-49,904	-31,7
-50,113	-31,808
-50,322	-31,916
-50,531	-32,025
-50,741	-32,133
-50,952	-32,242
-51,163	-32,351
-51,374	-32,46
-51,586	-32,569
-51,798	-32,678
-52,011	-32,788
-52,224	-32,898
-52,437	-33,008
-52,651	-33,118
-52,866	-33,228
-53,081	-33,338
-53,296	-33,448
-53,512	-33,559
-53,728	-33,67
-53,945	-33,781
-54,162	-33,892
-54,379	-34,003
-54,597	-34,115
-54,816	-34,226
-55,035	-34,338
-55,254	-34,45
-55,474	-34,562
-55,694	-34,674
-55,915	-34,787
-56,136	-34,899
-56,357	-35,012
-56,579	-35,125
-56,802	-35,238
-57,025	-35,351
-57,248	-35,464
-57,472	-35,578
-57,696	-35,692
-57,921	-35,806
-58,146	-35,92
-58,371	-36,034
-58,598	-36,148
-58,824	-36,262
-59,051	-36,377
-59,278	-36,492
-59,506	-36,607
-59,735	-36,722
-59,963	-36,837
-60,193	-36,953
-60,422	-37,068
-60,652	-37,184
-60,883	-37,3
-61,114	-37,416
-61,346	-37,532
-61,578	-37,649
-61,81	-37,765
-62,043	-37,882
-62,276	-37,999
-62,51	-38,116
-62,744	-38,233
-62,979	-38,35
-63,214	-38,468
-63,45	-38,586
-63,686	-38,704
-63,922	-38,822
-64,159	-38,94
-64,397	-39,058
-64,635	-39,176
-64,873	-39,295
-65,112	-39,414
-65,351	-39,533
-65,591	-39,652
-65,831	-39,771
-66,072	-39,891
-66,313	-40,01
-66,555	-40,13
-66,797	-40,25
-67,039	-40,37
-67,282	-40,49
-67,526	-40,611
-67,77	-40,731
-68,014	-40,852
-68,259	-40,973
-68,504	-41,094
-68,75	-41,215
-68,996	-41,336
-69,243	-41,458
-69,49	-41,58
-69,738	-41,702
-69,986	-41,824
-70,234	-41,946
-70,484	-42,068
-70,733	-42,19
-70,983	-42,313
-71,234	-42,436
-71,484	-42,559
-71,736	-42,682
-71,988	-42,805
-72,24	-42,929
-72,493	-43,052
-72,746	-43,176
-73	-43,3
